0.468241	11.751	1.34831	0.931718	12	1.57074	1.26	
0.313372	12.0352	1.40462	1.51749	11.88	1.49301	1.26	
0.332679	11.5942	1.21102	1.06394	11.76	1.42258	1.26	
0.134301	11.7614	1.3959	1.21477	11.64	1.36044	1.26	
0.28278	11.5501	1.47256	1.03237	11.52	1.30751	1.26	
0.166239	11.428	1.33457	1.11185	11.4	1.26454	1.26	
0.112841	11.2787	1.19234	1.15442	11.28	1.23214	1.26	
0.531112	11.412	1.23082	1.72707	11.16	1.21079	1.26	
0.176946	11.117	1.18604	1.10136	11.04	1.20079	1.26	
0.336432	10.948	1.33925	0.953995	10.92	1.20228	1.26	
0.26607	10.9317	1.35847	1.44147	10.8	1.21525	1.26	
0.220173	10.7995	1.2726	1.44193	10.68	1.23951	1.26	
0.344397	10.7441	1.49483	1.45044	10.56	1.2747	1.26	
0.32221	10.3557	1.14692	1.00186	10.44	1.32032	1.26	
0.341133	10.4811	1.51769	1.52508	10.32	1.37572	1.26	
0.0874101	10.1788	1.3555	1.25419	10.2	1.4401	1.26	
0.0831872	10.0902	1.59498	1.2558	10.08	1.51253	1.26	
0.259632	9.98139	1.70575	1.02761	9.96	1.59197	1.26	
0.183053	9.87244	1.67818	1.44015	9.84	1.67729	1.26	
0.279589	9.75121	1.88103	1.51347	9.72	1.76724	1.26	
0.142094	9.60116	1.96679	1.16566	9.6	1.86054	1.26	
0.16223	9.51099	1.95234	1.1008	9.48	1.95585	1.26	
0.173963	9.37235	2.16597	1.12934	9.36	2.05179	1.26	
0.188437	9.31891	2.31314	1.3009	9.24	2.14698	1.26	
0.167853	9.13772	2.38236	1.34726	9.12	2.24007	1.26	
0.129604	8.93056	2.31528	1.15152	9	2.32969	1.26	
0.210463	8.86007	2.25401	1.12541	8.88	2.41458	1.26	
0.244219	8.80711	2.63595	1.45271	8.76	2.49351	1.26	
0.110893	8.63281	2.47069	1.31735	8.64	2.56533	1.26	
0.0336939	8.52565	2.62863	1.29322	8.52	2.62903	1.26	
0.342502	8.40821	2.68701	1.60239	8.4	2.68368	1.26	
0.0527156	8.2552	2.70734	1.21857	8.28	2.72849	1.26	
0.20808	8.14819	2.78029	1.05299	8.16	2.76283	1.26	
0.123217	8.06354	2.69167	1.18456	8.04	2.7862	1.26	
0.0705969	7.91339	2.77786	1.32726	7.92	2.79826	1.26	
0.0408027	7.78287	2.80944	1.29548	7.8	2.79883	1.26	
0.0549122	7.70783	2.74747	1.2846	7.68	2.78792	1.26	
0.0946618	7.58293	2.78015	1.3507	7.56	2.76568	1.26	
0.15357	7.41811	2.76427	1.11137	7.44	2.73242	1.26	
0.201734	7.32976	2.68606	1.46148	7.32	2.68863	1.26	
0.243754	7.16326	2.52565	1.04523	7.2	2.63493	1.26	
0.117486	7.05665	2.46514	1.2174	7.08	2.57211	1.26	
0.0480205	6.97161	2.53729	1.28928	6.96	2.50105	1.26	
0.175368	6.83579	2.33629	1.10751	6.84	2.42279	1.26	
0.0912337	6.76648	2.41686	1.26364	6.72	2.33844	1.26	
0.143509	6.56917	2.34348	1.36373	6.6	2.24923	1.26	
0.132234	6.48681	2.14985	1.39189	6.48	2.15644	1.26	
0.16293	6.34437	1.99823	1.40937	6.36	2.06139	1.26	
0.241695	6.25448	1.8995	1.49207	6.24	1.96546	1.26	
0.0795749	6.12897	1.92481	1.31701	6.12	1.87003	1.26	
0.0883563	6.01538	1.82749	1.18952	6	1.77647	1.26	
0.0632782	5.88941	1.69483	1.19803	5.88	1.68612	1.26	
0.0932298	5.77074	1.66049	1.18963	5.76	1.60029	1.26	
0.0781218	5.64171	1.59784	1.25149	5.64	1.5202	1.26	
0.0655261	5.51265	1.46156	1.19653	5.52	1.44702	1.26	
0.0741396	5.38095	1.40729	1.19304	5.4	1.38179	1.26	
0.086427	5.29055	1.28537	1.33584	5.28	1.32545	1.26	
0.139594	5.16367	1.18131	1.16016	5.16	1.27881	1.26	
0.0720137	5.05334	1.17273	1.27154	5.04	1.24255	1.26	
0.0751616	4.92925	1.15062	1.29367	4.92	1.21718	1.26	
0.0319856	4.80189	1.17142	1.26418	4.8	1.20307	1.26	
0.0969268	4.67377	1.12187	1.20356	4.68	1.20042	1.26	
0.0345163	4.561	1.18206	1.28121	4.56	1.20927	1.26	
0.115979	4.4416	1.34343	1.28166	4.44	1.2295	1.26	
0.0941265	4.35215	1.20329	1.19277	4.32	1.2608	1.26	
0.144164	4.20425	1.30393	1.1159	4.2	1.30274	1.26	
0.0476448	4.10734	1.32683	1.2327	4.08	1.35471	1.26	
0.0368835	3.94448	1.3825	1.26071	3.96	1.41595	1.26	
0.0672494	3.82931	1.46913	1.32432	3.84	1.4856	1.26	
0.0145621	3.71908	1.5531	1.27095	3.72	1.56265	1.26	
0.0901556	3.55956	1.72318	1.23693	3.6	1.64598	1.26	
0.0305499	3.51036	1.73507	1.26333	3.48	1.73441	1.26	
0.095186	3.32485	1.86503	1.1803	3.36	1.82666	1.26	
0.0680301	3.23499	1.89089	1.1994	3.24	1.9214	1.26	
0.0911153	3.10514	1.9544	1.32425	3.12	2.01727	1.26	
0.136402	2.95639	2.1762	1.37268	3	2.1129	1.26	
0.0505683	2.88266	2.15913	1.24364	2.88	2.2069	1.26	
0.0761034	2.80117	2.27324	1.20094	2.76	2.29792	1.26	
0.0534652	2.65152	2.38568	1.2078	2.64	2.38466	1.26	
0.0318608	2.50542	2.49272	1.25099	2.52	2.46586	1.26	
0.0935474	2.42074	2.46593	1.31272	2.4	2.54037	1.26	
0.0418166	2.28255	2.59564	1.21987	2.28	2.6071	1.26	
0.0300168	2.17798	2.64186	1.2661	2.16	2.66511	1.26	
0.0266719	2.03546	2.73147	1.24079	2.04	2.71354	1.26	
0.0813326	1.95527	2.73335	1.18905	1.92	2.75172	1.26	
0.0514553	1.75152	2.76325	1.25314	1.8	2.77908	1.26	
0.0454883	1.69695	2.75455	1.24872	1.68	2.79523	1.26	
0.0749278	1.59832	2.76456	1.20621	1.56	2.79995	1.26	
0.0478135	1.41115	2.83089	1.26556	1.44	2.79317	1.26	
0.0860783	1.30706	2.76514	1.34453	1.32	2.77497	1.26	
0.114839	1.15535	2.78856	1.3567	1.2	2.74563	1.26	
0.0384418	1.10796	2.72697	1.24457	1.08	2.70557	1.26	
0.0591368	0.999879	2.68184	1.22529	0.96	2.65535	1.26	
0.0541498	0.789918	2.61359	1.24978	0.84	2.59571	1.26	
0.056501	0.663859	2.52609	1.25379	0.72	2.52751	1.26	
0.0510769	0.562351	2.44825	1.29434	0.6	2.45171	1.26	
0.0410465	0.451835	2.36867	1.23015	0.48	2.36942	1.26	
0.0379305	0.334789	2.25729	1.27418	0.360001	2.28182	1.26	
0.0781104	0.20433	2.19319	1.32942	0.240001	2.19016	1.26	
0.121072	0.00598007	2.13425	1.2733	0.12	2.09577	1.26	
