0.0587238	2.34508	2.75558	0.71844	2.34895	2.74142	0.66158	
0.061612	1.69651	3.13657	0.526724	1.674	3.15452	0.581195	
0.142814	3.29311	1.04844	0.115094	3.31468	0.943144	0.0210578	
0.059054	9.1036	1.55098	0.12791	9.14823	1.52312	0.154729	
0.0727317	8.59125	2.82081	2.80472	8.56923	2.85739	2.74584	
0.190571	9.96046	1.03366	1.30984	9.97552	0.895779	1.44053	
0.0614007	5.44784	0.822518	1.0779	5.45598	0.865749	1.12073	
0.0624855	5.81967	0.0553355	0.725006	5.80023	0.0730003	0.781701	
0.0184579	8.76746	2.96736	1.2053	8.75527	2.98019	1.21055	
0.160792	4.90779	0.922371	1.522	4.89016	1.02982	1.64031	
0.148683	4.64735	3.50195	2.7079	4.59499	3.49583	2.84692	
0.0251703	1.79346	1.47748	0.298896	1.81683	1.47014	0.304697	
0.0289405	1.12732	3.75906	1.49327	1.14444	3.78002	1.50352	
0.0717757	0.22829	1.13474	1.24032	0.173956	1.10257	1.27445	
0.100658	0.149478	3.46931	2.10681	0.0655538	3.52489	2.10651	
0.128673	3.3937	1.63923	2.80794	3.39854	1.64849	2.93619	
0.100426	8.59868	3.50294	1.68944	8.53517	3.42515	1.68874	
0.0782001	1.25577	2.6665	2.47808	1.24479	2.69735	2.54909	
0.0358071	0.210404	1.96165	1.59461	0.182745	1.94	1.58766	
0.141611	1.91125	2.43038	1.05302	1.8952	2.43794	1.19352	
0.114236	1.9944	0.116147	2.87358	1.99078	0.0529801	2.96869	
0.0543296	1.53787	2.51997	1.04172	1.56267	2.52034	1.09006	
0.0489981	10.5558	1.25874	0.225173	10.6021	1.26444	0.210303	
0.0895703	4.23355	0.33722	0.332176	4.23133	0.341563	0.421613	
0.0472171	3.05709	1.96409	2.52904	3.0737	1.93707	2.49406	
0.120707	7.45607	0.473415	0.29402	7.442	0.402234	0.390484	
0.1575	9.4313	2.06753	1.31222	9.38664	2.05548	1.16166	
0.110904	7.19726	3.65113	2.54957	7.19517	3.541	2.56246	
0.131069	6.46806	0.88704	0.330058	6.47005	0.973052	0.428938	
0.0496953	1.68042	1.38347	1.49407	1.66375	1.33695	1.48878	
0.0783121	9.64433	1.34689	1.27763	9.6679	1.28642	1.2338	
