150	3	3
-8.56388	-0.50868	0.209042	11.5715	3.49132	0.268715	
-5.09118	0.353784	-0.298849	8.83291	1.19156	2.37632	
7.99937	2.0249	1.01211	1.97577	0.448744	0.221747	
-7.66413	-0.266152	-0.284895	10.8999	2.72494	2.4883	
3.9162	-0.308331	-0.848156	3.66625	2.38423	2.85836	
-1.81086	-0.0380034	0.0939176	6.96701	2.05097	1.004	
-6.04479	-0.314326	-0.179854	9.62542	2.79452	2.00644	
7.7791	1.95572	-0.332665	1.88495	0.299814	1.55828	
9.65568	0.622399	1.20578	0.65334	1.67473	0.0932951	
-7.62703	-0.199382	-0.34103	10.9489	2.57857	2.81396	
-7.56941	-0.254454	-0.0599738	10.5282	2.67879	1.48366	
4.22569	-0.23693	-0.435657	3.59081	2.25361	2.05249	
-5.88997	0.410059	-0.421074	9.40861	0.971465	2.89398	
0.484683	-0.772536	-0.424923	5.7127	3.28562	2.38044	
5.04585	-0.570829	0.479014	3.20078	2.55464	0.423719	
-7.17528	-0.455224	-0.102512	10.5146	3.26743	1.67858	
-8.10577	0.704993	-0.0728715	10.3051	0.106571	1.58007	
-4.2753	-0.443039	-0.18378	8.54506	3.04489	1.91562	
-1.07013	0.722834	-0.344427	6.57295	0.696432	2.17618	
-9.57775	0.0801792	0.0863309	11.5052	1.84112	0.931486	
7.72247	0.54665	0.632642	1.87945	1.61455	0.539537	
5.92602	-0.152307	-0.602755	2.5793	2.15387	2.13819	
-5.41046	-0.221749	0.208746	8.99625	2.51045	0.43791	
-0.4412	0.646549	-0.553312	6.24042	0.859401	2.66015	
8.75066	0.63521	-0.740634	0.901639	1.53105	1.90316	
3.55883	1.18637	-0.493353	4.10279	0.436781	2.12391	
-3.27589	-0.35284	0.0575947	7.83642	2.72897	1.07706	
6.20709	-1.53324	-0.715266	1.94794	3.50999	2.47566	
0.511399	-0.0886177	-0.175168	5.70977	2.13788	1.69396	
10.4111	0.926171	0.644649	0.0344249	1.51079	0.732994	
-1.03839	0.513254	0.352658	6.52901	1.11173	0.224952	
0.479921	0.789201	-0.463946	5.74273	0.679098	2.34602	
-4.96114	-0.138513	0.235461	8.70034	2.27827	0.419691	
7.04213	1.60037	-1.36195	1.96368	0.341075	2.70739	
-7.13026	0.651368	-0.289424	9.96857	0.281014	2.36122	
-6.2659	-0.771199	0.230577	9.95502	3.94848	0.219092	
0.272455	-0.542213	-0.121013	5.83941	2.8663	1.57778	
9.05534	1.24127	0.268994	1.11588	1.21024	1.03064	
1.71296	1.12515	-0.178349	5.10843	0.312998	1.6057	
-7.64274	0.678678	0.306327	9.82977	0.317026	0.0196844	
1.63263	-0.880844	0.476584	5.07144	3.21824	0.0408338	
-7.35527	-0.444573	-0.0729215	10.6241	3.22642	1.64736	
4.17896	-0.642668	0.163618	3.65123	2.71358	0.939817	
5.3271	-0.818992	0.222132	2.96347	2.77731	0.861721	
0.869209	0.0942779	-0.645519	5.50359	1.82794	2.79189	
4.69113	1.27043	-0.575616	3.47801	0.495254	2.13114	
7.37584	-0.528141	-0.255085	1.69268	2.40095	1.5732	
-7.47605	0.445028	0.126652	9.8609	0.865627	0.823084	
-5.565	0.31136	-0.447643	9.23539	1.21354	2.97794	
2.57794	-0.0536051	-0.549038	4.53273	2.08246	2.39976	
1.53915	1.12992	0.0371062	5.20914	0.321299	1.17585	
1.95167	0.487918	0.0669235	4.98428	1.31523	1.1232	
7.51291	-0.67152	0.384717	1.71575	2.4582	0.750664	
8.2641	-1.41027	0.148006	0.938994	2.88839	1.06763	
8.40502	-1.67034	-0.65369	0.249397	3.32298	2.19514	
7.25807	-1.29884	0.144157	1.66704	2.93576	1.04932	
-8.56455	0.353059	0.102887	10.4956	1.07266	0.863369	
7.73815	-0.780462	-0.220514	1.38835	2.56258	1.53154	
1.9766	-1.22527	-0.66343	4.71841	3.91174	2.97372	
8.01379	-2.08893	-0.718095	0.273568	3.84399	2.47429	
-7.16071	0.0894974	-0.284605	10.2535	1.80193	2.4915	
2.3759	-1.11146	-0.462467	4.5276	3.58287	2.38154	
-4.32288	-0.215829	-0.452548	8.61574	2.51546	2.89114	
-1.78303	0.447403	-0.377947	6.9736	1.17154	2.3105	
-10.7954	0.640292	-0.0181166	11.9733	0.00292978	1.24744	
5.456	0.376383	-0.67852	2.936	1.62261	2.23276	
-10.6594	0.379947	0.202202	11.6158	0.881619	0.243721	
9.9597	1.12643	0.657934	0.506485	1.37431	0.741966	
-3.687	-0.577933	0.104538	8.14075	3.21738	0.857326	
-7.47189	-0.465454	-0.280308	11.0291	3.33274	2.5707	
8.83017	1.01136	-1.01324	0.854762	1.23136	2.08509	
-0.625392	0.450246	0.274707	6.32099	1.26725	0.58092	
4.28188	1.27817	0.477712	3.8424	0.56386	0.468307	
4.86373	1.10493	-0.956438	3.2645	0.662374	2.70309	
0.330888	-1.11613	0.178766	5.80755	3.79736	0.742607	
-9.18195	0.042315	-0.0682684	11.4466	1.91205	1.59004	
-6.91012	0.160584	0.300449	9.63457	1.57817	0.0558489	
5.84934	1.21458	0.597538	3.03342	0.843898	0.414197	
8.33851	0.790643	-1.0659	1.11954	1.36906	2.23249	
-8.36273	-0.477393	0.00957539	11.4891	3.48119	1.11551	
-7.51957	0.720826	-0.154897	10.0634	0.119999	1.89904	
2.68287	0.64126	-0.100866	4.60158	1.16654	1.41343	
-6.82912	-0.550926	-0.0289912	10.2813	3.47118	1.28791	
-1.90037	-0.628286	-0.20393	7.11716	3.22275	1.87478	
-9.23215	0.328276	-0.287805	11.707	0.978057	2.59313	
2.58425	-1.28267	0.43822	4.48219	3.66466	0.17185	
9.71896	2.05064	1.29416	1.00821	0.799585	0.222755	
8.11638	1.53778	-1.14628	1.41508	0.652486	2.24183	
2.66635	0.921907	-0.152415	4.61696	0.794092	1.56807	
2.43431	-0.650401	-0.00382821	4.6133	2.84445	1.24287	
-5.40208	-0.22035	-0.29746	9.21195	2.54024	2.34776	
-2.65991	0.914507	-0.516433	7.47716	0.0979034	2.87475	
8.35677	1.21822	-1.52948	1.03201	0.932524	2.58177	
-9.63174	0.130049	-0.102183	11.7147	1.57561	1.65752	
-7.79551	0.287919	-0.195472	10.4256	1.19572	2.15687	
-6.0481	-0.280954	-0.199616	9.62029	2.71712	2.0286	
-5.18875	-0.799881	0.0326144	9.24052	3.92065	1.15598	
5.56636	1.69221	0.53586	3.19858	0.271126	0.49028	
-9.26147	0.152488	-0.156564	11.5734	1.5446	2.00607	
-2.92018	-0.0744356	-0.0251072	7.58922	2.12104	1.39714	
-7.43889	-0.389839	0.18227	10.4681	3.08298	0.425092	
3.58434	-0.413458	0.0351967	4.01343	2.48177	1.18903	
7.16697	1.64587	-1.21953	1.94171	0.359264	2.49901	
4.72488	-1.69203	0.209283	3.12754	3.72179	0.828669	
10.1607	1.83463	1.18478	0.659932	0.998199	0.365673	
2.28023	-0.00910286	0.226261	4.78762	2.0285	0.761101	
-4.04094	0.220092	-0.314327	8.24696	1.50529	2.30207	
-7.80276	0.0303817	0.105761	10.2927	1.93207	0.757622	
-5.02283	-0.162474	-0.422921	9.04276	2.399	2.87521	
-6.38564	-0.315407	0.219216	9.65545	2.80148	0.412275	
8.79413	1.11875	-1.63175	0.652242	1.04971	2.60466	
-4.56443	-0.55989	-0.364064	8.88565	3.34153	2.69713	
-9.38624	0.301453	-0.101154	11.3265	1.14347	1.66942	
3.54239	1.30538	-0.284467	4.13794	0.344859	1.72893	
5.77091	-1.13054	0.199071	2.63167	3.00217	0.945494	
-0.672009	0.00691386	-0.522947	6.37593	1.9942	2.63598	
-5.59	-0.35629	-0.308556	9.43828	2.88217	2.46687	
-9.53175	0.564036	-0.165836	11.454	0.358409	2.0004	
-2.80133	0.798738	-0.446581	7.53648	0.312387	2.62261	
-3.01049	-0.454135	0.170407	7.69066	2.89389	0.683554	
4.11534	-0.980151	0.410436	3.6483	3.04392	0.429121	
4.08134	-1.13426	0.244537	3.63219	3.23643	0.772362	
-1.39154	0.136179	-0.0406093	6.75277	1.75249	1.40593	
-6.64663	-0.68545	0.11055	10.2484	3.859	0.806604	
-5.24202	0.0869322	-0.276252	8.97427	1.76897	2.32597	
4.12273	0.210454	0.0240181	3.80871	1.77154	1.22776	
