18000	3	3
5.70134	-0.0963049	-0.685834	2.7	2.1	2.3	
2.20298	1.35469	0.542444	4.9	0.1	0.1	
8.44916	2.02186	-1.62611	1.1	0.1	2.5	
0.586514	1.18437	0.240647	5.7	0.1	0.7	
-9.69595	0.297031	-0.127837	11.7	1.1	1.9	
1.31416	-0.0848198	0.153729	5.3	2.1	0.9	
-0.166886	0.0524752	-0.0937629	6.1	1.9	1.5	
-3.86196	-0.0440398	0.0464977	8.1	2.1	1.1	
8.73291	0.114689	-1.2218	0.5	1.9	2.5	
8.45093	1.28521	0.168429	1.5	1.1	1.1	
-5.71556	0.727957	0.0962997	8.9	0.3	0.9	
-9.54258	0.216714	-0.212627	11.9	1.3	2.3	
2.19106	-1.23467	0.148612	4.7	3.7	0.9	
9.7762	1.89516	0.997691	0.9	0.9	0.5	
2.92219	0.720197	0.486037	4.5	1.1	0.3	
7.46729	-2.24398	-0.15914	1.1	3.7	1.5	
3.02104	-1.24475	-0.540492	4.1	3.7	2.5	
9.39652	1.44305	0.198349	0.9	1.1	1.1	
-0.171825	0.943388	-0.647145	6.1	0.3	2.9	
-6.16747	-0.571542	-0.163983	9.9	3.5	1.9	
1.7621	1.06372	0.258983	5.1	0.5	0.7	
6.01638	-0.784494	-0.168153	2.5	2.7	1.5	
7.39691	1.22011	-0.833363	1.9	0.9	2.1	
-3.51199	0.233128	-0.136479	7.9	1.5	1.7	
4.70297	-0.970237	-0.664506	3.1	3.1	2.5	
-2.9248	-0.337647	-0.323014	7.7	2.7	2.3	
9.75468	2.91399	1.30332	1.1	0.1	0.3	
2.70456	-0.0905603	-0.32116	4.5	2.1	1.9	
-3.29569	-0.676779	-0.457515	8.1	3.5	2.9	
4.43536	0.478891	0.663195	3.7	1.5	0.1	
9.21602	1.10274	-0.0690013	0.9	1.3	1.3	
-9.07186	-0.28888	0.126848	11.7	2.9	0.7	
-2.7105	0.224241	-0.316299	7.5	1.5	2.3	
-8.93192	0.418699	-0.290404	11.3	0.7	2.5	
7.57356	1.92004	-1.3386	1.7	0.1	2.5	
1.72691	0.357905	0.166903	5.1	1.5	0.9	
-8.81102	-0.312648	0.0760788	11.5	2.9	0.9	
2.12164	-1.18969	-0.267922	4.7	3.7	1.9	
6.53578	-2.14547	0.185706	1.9	3.7	0.9	
-7.58679	-0.464762	0.0947891	10.7	3.3	0.9	
6.97221	0.845348	0.134423	2.3	1.3	1.1	
-0.169717	0.644437	-0.319669	6.1	0.9	2.1	
-8.51626	-0.309781	-0.127367	11.5	2.9	1.9	
4.65027	1.10675	-0.55709	3.5	0.7	2.1	
-4.67088	0.476352	-0.181725	8.5	0.9	1.9	
-0.178619	-0.432666	0.209804	6.1	2.7	0.7	
9.72391	0.505808	-0.0579014	0.3	1.7	1.3	
-7.76655	0.405882	-0.290498	10.5	0.9	2.5	
2.45437	-0.917086	-0.534232	4.5	3.3	2.5	
6.48724	-2.43137	0.624432	1.9	3.9	0.1	
2.04495	0.0857621	-0.0973741	4.9	1.9	1.5	
-4.89749	0.571669	0.083147	8.5	0.7	0.9	
6.51772	-1.68629	0.66429	2.1	3.3	0.1	
-11.0615	0.576869	0.161206	11.7	0.3	0.5	
-7.28769	-0.0403661	-0.0041463	10.1	2.1	1.3	
-0.184378	-0.296995	0.283575	6.1	2.5	0.5	
-2.58266	0.768046	0.31493	7.3	0.5	0.3	
-8.92772	-0.301604	-0.00865193	11.7	2.9	1.3	
-3.58695	0.140708	0.0517833	7.9	1.7	1.1	
9.51555	0.556642	0.802179	0.7	1.7	0.5	
-9.07568	-0.0214433	0.0237031	11.3	2.1	1.1	
-3.75926	-0.855881	0.104428	8.3	3.9	0.9	
4.83503	-0.309418	-0.157262	3.3	2.3	1.5	
-10.5669	0.65689	0.245286	11.3	0.1	0.1	
1.36529	0.749556	0.2545	5.3	0.9	0.7	
8.1737	0.535331	-1.58909	0.9	1.5	2.9	
-3.76329	-0.320766	-0.473608	8.3	2.7	2.9	
3.80008	-0.425997	0.183864	3.9	2.5	0.9	
-9.26533	0.384352	-0.0668844	11.1	0.9	1.5	
5.06408	0.0993084	0.336069	3.3	1.9	0.7	
0.530664	-0.957938	0.116033	5.7	3.5	0.9	
7.63489	0.944854	-1.41153	1.5	1.1	2.7	
-6.05843	-0.138987	-0.149426	9.5	2.3	1.9	
6.95087	1.15924	-0.955176	2.1	0.9	2.3	
